usp_category,usp_class,usp_drug,kegg_id_drug,drug_example,kegg_id_drug_example,nomenclature
Immunological Agents,Immune Suppressants,mercaptopurine,DG00683,mercaptopurine,D00161,(USP)
Immunological Agents,Immune Suppressants,abatacept,,abatacept,D03203,(USAN/INN)
Immunological Agents,Immune Suppressants,anakinra,,anakinra,D02934,(USAN/INN)
Immunological Agents,Immune Suppressants,everolimus,,everolimus,D02714,(JAN/USAN/INN)
Immunological Agents,Immune Suppressants,methotrexate,DG00681,methotrexate,D00142,(JP17/USP/INN)
Immunological Agents,Immune Suppressants,methotrexate,DG00681,methotrexate sodium,D02115,
Immunological Agents,Immune Suppressants,penicillamine,DG00763,penicillamine,D00496,(JAN/USP/INN)
Immunological Agents,Immune Suppressants,penicillamine,DG00763,penicillamine hydrochloride,D08330,
Immunological Agents,Immune Suppressants,pimecrolimus,,pimecrolimus,D05480,(JAN/USAN/INN)
Immunological Agents,Immune Suppressants,azathioprine,DG00743,azathioprine,D00238,(JP17/USP/INN)
Immunological Agents,Immune Suppressants,azathioprine,DG00743,azathioprine sodium,D03033,(USP)
Immunological Agents,Immune Suppressants,adalimumab,,adalimumab,D02597,(USAN/INN)
Immunological Agents,Immune Suppressants,certolizumab pegol,,certolizumab pegol,D03441,(USAN/INN)
Immunological Agents,Immune Suppressants,etanercept,,etanercept,D00742,(USAN/INN)
Immunological Agents,Immune Suppressants,golimumab,,golimumab,D04358,(USAN/INN)
Immunological Agents,Immune Suppressants,infliximab,,infliximab,D02598,(USAN/INN)
Immunological Agents,"Immunizing Agents, Passive",anti-thymocyte globulin,,"anti-human thymocyte immunoglobulin, equine",D08808,(JAN)
Immunological Agents,"Immunizing Agents, Passive",anti-thymocyte globulin,,"anti-human thymocyte immunoglobulin, rabbit",D09190,(JAN)
Immunological Agents,"Immunizing Agents, Passive",immune globulin intravenous (human),,immune globulin intravenous pentetate,D04516,(USAN)
Immunological Agents,Immunomodulators,belimumab,,belimumab,D03068,(USAN)
Immunological Agents,Immunomodulators,"interferon gamma-1b, recombinant",,interferon gamma-1b,D00747,(USAN/INN)
Immunological Agents,Immunomodulators,canakinumab,,canakinumab,D09315,(USAN/INN)
Immunological Agents,Immunomodulators,rilonacept,,rilonacept,D06635,(USAN/INN)
Immunological Agents,Immunomodulators,tocilizumab,,tocilizumab,D02596,(USAN/INN)
Immunological Agents,Immunomodulators,auranofin,,auranofin,D00237,(JP17/USAN/INN)
Immunological Agents,Immunomodulators,leflunomide,,leflunomide,D00749,(JAN/USAN/INN)
Immunological Agents,Immunomodulators,natalizumab,,natalizumab,D06886,(JAN)
Immunological Agents,Vaccines,diphtheria and tetanus toxoids adsorbed (dt),,adsorbed diphtheria-tetanus combined toxoid,D05257,(JP17)
Immunological Agents,Vaccines,diphtheria and tetanus toxoids and acellular pertussis vaccine adsorbed (dtap),,adsorbed diphtheria-purified pertussis-tetanus combined vaccine,D05356,(JP17)
Immunological Agents,Vaccines,diphtheria and tetanus toxoids and acellular pertussis absorbed and inactivated poliovirus (dtap-ipv) vaccine,,adsorbed diphtheria-purified pertussis-tetanus-inactivated polio combined vaccine,D10214,
Immunological Agents,Vaccines,haemophilus b conjugate vaccine,,haemophilus influenzae type b conjugate vaccine,D09189,
Immunological Agents,Vaccines,hepatitis b virus vaccine recombinant,,adsorbed hepatitis b vaccine,D06475,(JP17)
Immunological Agents,Vaccines,hepatitis b virus vaccine recombinant,,adsorbed hepatitis b vaccine,D05324,(JAN)
Immunological Agents,Vaccines,japanese encephalitis virus vaccine inactivated,,japanese encephalitis vaccine,D05313,(JP17)
Immunological Agents,Vaccines,measles virus vaccine live,,measles virus vaccine live,D06806,(USP)
Immunological Agents,Vaccines,measles virus vaccine live,,freeze-dried live attenuated measles vaccine,D04866,(JP17)
Immunological Agents,Vaccines,meningococcal polysaccharide vaccine,,meningococcal polysaccharide vaccine group a,D04910,
Immunological Agents,Vaccines,meningococcal polysaccharide vaccine,,meningococcal polysaccharide vaccine group c,D06415,
Immunological Agents,Vaccines,human papillomavirus bivalent (type 16 and 18) vaccine recombinant,,recombinant adsorbed bivalent human papillomavirus-like particle vaccine,D10212,(derived from Trichoplusia ni cells)
Immunological Agents,Vaccines,"human papillomavirus quadrivalent (types 6, 11, 16 and 18) vaccine recombinant",,recombinant adsorbed quadrivalent human papillomavirus virus-like particle vaccine,D10192,(yeast origin)
Immunological Agents,Vaccines,poliovirus vaccine inactivated,,poliovirus vaccine inactivated,D05543,(USP)
Immunological Agents,Vaccines,rabies vaccine,,rabies vaccine,D06504,(USP)
Immunological Agents,Vaccines,rubella virus vaccine,,rubella virus vaccine live,D05362,(USP)
Immunological Agents,Vaccines,rubella virus vaccine,,freeze-dried live attenuated rubella vaccine,D06512,(JP17)
Immunological Agents,Vaccines,tetanus toxoid,DG00673,tetanus toxoid,D06547,(USP)
Immunological Agents,Vaccines,tetanus toxoid adsorbed,,tetanus toxoid adsorbed,D05316,(USP)
Immunological Agents,Vaccines,typhoid vaccine live oral,,typhoid vaccine,D06261,
Immunological Agents,Vaccines,varicella virus vaccine,,freeze-dried live attenuated varicella vaccine,D08777,
Immunological Agents,Vaccines,yellow fever vaccine,,yellow fever vaccine,D06347,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,DG00095,betamethasone,D00244,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,DG00095,betamethasone sodium phosphate,D00972,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,DG00095,betamethasone valerate,D01357,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,DG00095,betamethasone acetate,D01402,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,DG00095,betamethasone dipropionate,D01637,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,DG00095,betamethasone butyrate propionate,D02032,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,DG00095,betamethasone benzoate,D02286,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,budesonide,,budesonide,D00246,(JAN/USAN/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,cortisone,DG00509,cortisone,D07749,(INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,cortisone,DG00509,cortisone acetate,D00973,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone,D00292,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone sodium phosphate,D00975,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone metasulfobenzoate sodium,D01510,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone palmitate,D01615,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone dipropionate,D01632,(USAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone valerate,D01948,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone acetate,D02174,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone acefurate,D02591,(USAN/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone beloxil,D02592,(USAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone cipecilate,D07073,(JAN/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone 21-acetate,D07796,
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone isonicotinate,D07797,
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone sodium hemisulfate,D07798,
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone 21-tebutate,D07799,
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone 21-valerate,D07800,
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone phenylpropionate,D07801,
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,DG00011,dexamethasone phosphate,D07802,
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone,D00088,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone acetate,D00165,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone cypionate,D00976,
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone sodium phosphate,D00977,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone sodium succinate,D00978,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone succinate,D01442,(JP17)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone butyrate,D01619,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone probutate,D01886,(USAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone valerate,D02288,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone hemisuccinate,D04467,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone aceponate,D06876,(INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,DG00012,hydrocortisone caproate,D09796,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,DG00410,methylprednisolone,D00407,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,DG00410,methylprednisolone sodium succinate,D00751,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,DG00410,methylprednisolone acetate,D00979,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,DG00410,methylprednisolone hemisuccinate,D05000,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,DG00410,methylprednisolone sodium phosphate,D05001,(USAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,DG00410,methylprednisolone suleptanate,D05002,(USAN/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,DG00410,methylprednisolone aceponate,D07203,(INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone,D00472,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone acetate,D00980,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone sodium phosphate,D00981,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone tebutate,D00982,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone sodium succinate,D01239,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone farnesylate,D01998,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone hemisuccinate,D02156,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone valerate acetate,D03301,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone pivalate,D08412,
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone sodium metazoate,D08413,(USAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone 21-,D08414,(sodium tetrahydrophthalate)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,DG00093,prednisolone steaglate,D08415,(BAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisone,DG00094,prednisone,D00473,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisone,DG00094,prednisone acetate,D08416,
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,DG00010,triamcinolone,D00385,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,DG00010,triamcinolone acetonide,D00983,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,DG00010,triamcinolone diacetate,D00984,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,DG00010,triamcinolone hexacetonide,D00985,(USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,DG00010,triamcinolone acetonide sodium phosphate,D06216,(USAN)
Inflammatory Bowel Disease Agents,Aminosalicylates,balsalazide,DG00100,balsalazide,D07488,(INN)
Inflammatory Bowel Disease Agents,Aminosalicylates,balsalazide,DG00100,balsalazide disodium,D02715,(USAN)
Inflammatory Bowel Disease Agents,Aminosalicylates,mesalamine,,mesalamine,D00377,(USP)
Inflammatory Bowel Disease Agents,Aminosalicylates,olsalazine,DG00099,olsalazine,D08295,(INN)
Inflammatory Bowel Disease Agents,Aminosalicylates,olsalazine,DG00099,olsalazine sodium,D00727,(USAN)
Inflammatory Bowel Disease Agents,Sulfonamides,sulfasalazine,,sulfasalazine,D00448,(USP/INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,azelastine,DG01036,azelastine,D07483,(INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,azelastine,DG01036,azelastine hydrochloride,D00659,(JP17/USAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,bepotastine,DG01327,bepotastine,D09705,(USAN/INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,bepotastine,DG01327,bepotastine besylate,D01654,(USAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,cromolyn,DG00098,cromolyn sodium,D00526,(USP)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,emedastine,DG01144,emedastine,D07890,(INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,emedastine,DG01144,emedastine difumarate,D02249,(JP17/USP)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,epinastine,DG01116,epinastine,D07900,(INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,epinastine,DG01116,epinastine hydrochloride,D01713,(JAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,lodoxamide,DG01143,lodoxamide,D08139,(INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,lodoxamide,DG01143,lodoxamide ethyl,D04760,(USAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,lodoxamide,DG01143,lodoxamide tromethamine,D04762,(USAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,nedocromil,DG01038,nedocromil,D05129,(USAN/INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,nedocromil,DG01038,nedocromil sodium,D00527,(USAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,nedocromil,DG01038,nedocromil calcium,D05130,(USAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,olopatadine,DG01039,olopatadine,D08293,(INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,olopatadine,DG01039,olopatadine hydrochloride,D01192,(JP17/USAN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,apraclonidine,DG01130,apraclonidine,D07461,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,apraclonidine,DG01130,apraclonidine hydrochloride,D01008,(JAN/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,brimonidine,DG00442,brimonidine,D07540,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,brimonidine,DG00442,brimonidine tartrate,D02076,(JAN/USAN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,dipivefrin,DG01129,dipivefrin,D02349,(USAN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,dipivefrin,DG01129,dipivefrin hydrochloride,D01017,(JAN/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,betaxolol,DG00315,betaxolol,D07526,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,betaxolol,DG00315,betaxolol hydrochloride,D00598,(JP17/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,carteolol,DG00308,carteolol,D07624,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,carteolol,DG00308,carteolol hydrochloride,D00599,(JP17/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,levobunolol,DG01136,levobunolol,D08115,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,levobunolol,DG01136,levobunolol hydrochloride,D01025,(JAN/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,metipranolol,DG01137,metipranolol,D02374,(USAN/INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,metipranolol,DG01137,metipranolol hydrochloride,D02081,
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,timolol,DG00306,timolol,D08600,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,timolol,DG00306,timolol,D00378,(USAN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,timolol,DG00306,timolol maleate,D00603,(JP17/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,acetazolamide,DG01134,acetazolamide,D00218,(JP17/USP/INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,acetazolamide,DG01134,acetazolamide sodium,D01196,(JAN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,brinzolamide,,brinzolamide,D00652,(JAN/USP/INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,dorzolamide,DG01135,dorzolamide,D07871,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,dorzolamide,DG01135,dorzolamide hydrochloride,D00653,(JP17/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,methazolamide,,methazolamide,D00655,(JAN/USP/INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,echothiophate,,echothiophate iodide,D02193,(USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,pilocarpine,DG00992,pilocarpine,D00525,(JAN/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,pilocarpine,DG00992,pilocarpine hydrochloride,D02200,(JP17/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,pilocarpine,DG00992,pilocarpine nitrate,D05478,(USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,pilocarpine,DG00992,pilocarpine borate,D08376,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone,D00292,(JP17/USP/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone sodium phosphate,D00975,(JAN/USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone metasulfobenzoate sodium,D01510,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone palmitate,D01615,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone dipropionate,D01632,(USAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone valerate,D01948,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone acetate,D02174,(JAN/USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone acefurate,D02591,(USAN/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone beloxil,D02592,(USAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone cipecilate,D07073,(JAN/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone 21-acetate,D07796,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone isonicotinate,D07797,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone sodium hemisulfate,D07798,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone 21-tebutate,D07799,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone 21-valerate,D07800,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone phenylpropionate,D07801,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,dexamethasone,DG00011,dexamethasone phosphate,D07802,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,difluprednate,,difluprednate,D01266,(JAN/USAN/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,fluocinolone,,fluocinolone acetonide,D01825,(JP17/USP/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,loteprednol,DG01127,loteprednol,D08147,(INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,loteprednol,DG01127,loteprednol etabonate,D01689,(JAN/USAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone,D00472,(JP17/USP/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone acetate,D00980,(JP17/USP/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone sodium phosphate,D00981,(JP17/USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone tebutate,D00982,(JAN/USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone sodium succinate,D01239,(JP17/USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone farnesylate,D01998,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone hemisuccinate,D02156,(USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone valerate acetate,D03301,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone pivalate,D08412,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone sodium metazoate,D08413,(USAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone 21-,D08414,(sodium tetrahydrophthalate)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,prednisolone,DG00093,prednisolone steaglate,D08415,(BAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,rimexolone,,rimexolone,D05729,(USP/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,bromfenac,DG01128,bromfenac,D07541,(INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,bromfenac,DG01128,bromfenac sodium,D03163,(USAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,diclofenac,DG00441,diclofenac,D07816,(USAN/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,diclofenac,DG00441,diclofenac potassium,D00903,(USAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,diclofenac,DG00441,diclofenac sodium,D00904,(JP17/USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,diclofenac,DG00441,diclofenac diethylamine,D07817,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,diclofenac,DG00441,diclofenac hydroxyethylpyrrolidine,D07818,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,diclofenac,DG00441,diclofenac calcium,D07819,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,flurbiprofen,DG00755,flurbiprofen,D00330,(JP17/USP/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,flurbiprofen,DG00755,flurbiprofen axetil,D01475,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,flurbiprofen,DG00755,flurbiprofen sodium,D02290,(USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,flurbiprofen,DG00755,esflurbiprofen,D10254,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,ketorolac,DG00751,ketorolac,D08104,(INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,ketorolac,DG00751,ketorolac tromethamine,D00813,(USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,nepafenac,,nepafenac,D05143,(JAN/USAN/INN)
Ophthalmic Agents,Ophthalmic Prostaglandin and Prostamide Analogs,bimatoprost,,bimatoprost,D02724,(JAN/USAN/INN)
Ophthalmic Agents,Ophthalmic Prostaglandin and Prostamide Analogs,latanoprost,,latanoprost,D00356,(JAN/USAN/INN)
Ophthalmic Agents,Ophthalmic Prostaglandin and Prostamide Analogs,tafluprost,,tafluprost,D06274,(JAN/USAN/INN)
Ophthalmic Agents,Ophthalmic Prostaglandin and Prostamide Analogs,travoprost,,travoprost,D01964,(JAN/USAN/INN)
Ophthalmic Agents,"Ophthalmic Agents, Other",hydroxypropyl cellulose,,hydroxypropylcellulose,D04478,(JP17)
Ophthalmic Agents,"Ophthalmic Agents, Other",naphazoline,DG01032,naphazoline,D08253,(INN)
Ophthalmic Agents,"Ophthalmic Agents, Other",naphazoline,DG01032,naphazoline hydrochloride,D00743,(JP17/USP)
Ophthalmic Agents,"Ophthalmic Agents, Other",naphazoline,DG01032,naphazoline nitrate,D01021,(JP17)
Ophthalmic Agents,"Ophthalmic Agents, Other",cyclosporine,,cyclosporine,D00184,(USP)
Respiratory Tract/Pulmonary Agents,Antihistamines,azelastine,DG01036,azelastine,D07483,(INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,azelastine,DG01036,azelastine hydrochloride,D00659,(JP17/USAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,cetirizine,DG01107,cetirizine,D07662,(INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,cetirizine,DG01107,cetirizine hydrochloride,D00664,(JP17/USAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,desloratadine,,desloratadine,D03693,(JAN/USAN/INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,levocetirizine,DG01108,levocetirizine,D07402,(USAN/INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,levocetirizine,DG01108,levocetirizine dihydrochloride,D08118,(USAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,olopatadine,DG01039,olopatadine,D08293,(INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,olopatadine,DG01039,olopatadine hydrochloride,D01192,(JP17/USAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,carbinoxamine,DG01095,carbinoxamine,D07617,(INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,carbinoxamine,DG01095,carbinoxamine maleate,D01336,(JAN/USP)
Respiratory Tract/Pulmonary Agents,Antihistamines,carbinoxamine,DG01095,carbinoxamine diphenyldisulfonate,D09808,(JAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,clemastine,DG00387,clemastine,D03535,(USAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,clemastine,DG00387,clemastine fumarate,D00666,(JP17/USP)
Respiratory Tract/Pulmonary Agents,Antihistamines,cyproheptadine,DG01109,cyproheptadine,D07765,(INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,cyproheptadine,DG01109,cyproheptadine hydrochloride,D02234,(JP17/USP)
